id,participant_id,participant_no,condition_id,condition_type,task_order,task_type,survey_number,thoughts_on_experiment,suggestions,created_at,reason_for_change,internal_inconsistency,pattern_experience,pattern_experience_majority,pattern_experience_minority,pattern_experience_diffusion
fae5ac5a-e7eb-4f48-8ffe-4d0156bab0ff,68e6e5f1-1440-4cb4-bef8-4a7009a19b5c,26,26.0,minority,normativeFirst,normative,1,Evaluating my initial stance and taking into account any arguments the AIs had to see if they had any perspective I had not considered.,,2025-09-09 15:31:45.041516+00:00,My opening stance was neutral as I could see there could be arguments for both sides plus a lot can depend on context. The fact that the AIs pointed out arguments for both sides helped me maintain a neutral stance.,There wasn't any difference.,I helped balance out the other AIs which also helped me maintain neutrality in my stance.,,I helped balance out the other AIs which also helped me maintain neutrality in my stance.,
60d9b1d5-3137-4841-a7e1-bcba211a9382,4ef00beb-110b-4d54-9b31-ecd001440d8a,27,27.0,minorityDiffusion,informativeFirst,informative,1,"My initial thoughts were my main reasons for the way I structured all me replies. I stuck to my beliefs firmly, with little sway given to the agent's responses.",,2025-09-09 15:38:13.768122+00:00,I felt from the beginning that my beliefs were correct and I would not change them. None of the arguments were sufficiently strong enough for me to form an altrnative opinion.,"No, my answers would be the same in private.","I felt it was just an exercise on the studies objectives and I don't think AI's would respond in this way, certainly not with my personal experience with using them. They seek the optimal answer from the start, and I think they would maintain that opinion.",,,"I felt it was just an exercise on the studies objectives and I don't think AI's would respond in this way, certainly not with my personal experience with using them. They seek the optimal answer from the start, and I think they would maintain that opinion."
488895ce-e979-496f-ac45-7de5efaa8b3f,4ef00beb-110b-4d54-9b31-ecd001440d8a,27,27.0,minorityDiffusion,informativeFirst,normative,2,"My initial thoughts were the same throughout, so stayed the same.",,2025-09-09 15:47:06.132939+00:00,None of the arguments from the agents changed my mind.,My responses would be the same in private.,The agents had no influence on my opinion,,,The agents had no influence on my opinion
9fe837e4-f11b-4ceb-bd61-9c586760200e,32675228-78fc-4a45-91cb-6e2abd39ca5f,28,28.0,majority,normativeFirst,informative,2,I didn't have any reason to not believe them,,2025-09-09 15:23:36.158372+00:00,I didn't fully understand whether it was asking if the meaning was correct but it was just the spelling.,no,"Again, no different opinions really.","Again, no different opinions really.",,
84c3351b-3ec9-4df5-8a6f-ba45f2739921,32675228-78fc-4a45-91cb-6e2abd39ca5f,28,28.0,majority,normativeFirst,normative,1,"It was a biased argument, I had my own thoughts and their arguments weren't strong in my opinion.",The same arguments time and time again.,2025-09-09 15:17:17.725499+00:00,My opinion didn't change,There was no difference,"They all had the same opinion, it wasn't helpful.","They all had the same opinion, it wasn't helpful.",,
fd61930c-f48f-44e3-9308-41e57ff75a3a,f3619e69-7a0a-47bd-a00f-daed6fc2ce92,29,29.0,minority,informativeFirst,informative,1,"I felt happy to discuss these topics with the agents, whom I found to be intelligent and responsive in the first debate but not in the second one, where they refused to answer my direct questions.",I enjoyed debating with the agents. In many ways they are more interesting to talk to than many people and can make better reasoned arguments.,2025-09-09 15:29:22.513548+00:00,My opinion in the first task was unchanged but the agents made me think of things from another angle which was useful. The second task I was unchanged because the discussion was unsatisfactory to me.,There was no difference as I was honest.,I enjoy the different opinions as that is how debate should work. I held to my original view but felt able to think about things more flexibly with the agent inputs.,,I enjoy the different opinions as that is how debate should work. I held to my original view but felt able to think about things more flexibly with the agent inputs.,
41091ed4-d926-4732-a05e-c51eeeeef81a,f3619e69-7a0a-47bd-a00f-daed6fc2ce92,29,29.0,minority,informativeFirst,normative,2,"The agents just kept repeating the same answers every time, so I got tired of this. There was no chat development on this subject. I was wanting to go further but none of the agents seemed able to do this.",As above.,2025-09-09 15:37:51.908512+00:00,My opinion only changed when I realised the conversation was going nowhere.,No difference,The agents all said the same things and even though they all made a good point they were unable to develop the debate anywhere useful. So I felt frustrated.,,The agents all said the same things and even though they all made a good point they were unable to develop the debate anywhere useful. So I felt frustrated.,
c2db2184-6c04-4a5a-bfbe-c9821bb43350,cef9291c-661f-4221-a4f2-9d8bf16fb111,30,30.0,minorityDiffusion,normativeFirst,informative,2,"I really took into account the opinions of the AI responses on this one, because they posed some good points.",N/A.,2025-09-09 15:48:23.789128+00:00,"My opinion changed from neutral due to the influence of the AI because I previously had no knowledge of the topic, so I based my opinion off of new found knowledge from the AI.",No difference.,"I actually felt more aligned in the end with the AI that disagreed with me, so it didn't affect me much apparently.",,,"I actually felt more aligned in the end with the AI that disagreed with me, so it didn't affect me much apparently."
21e236a2-2428-4417-af5a-33a7821f462c,cef9291c-661f-4221-a4f2-9d8bf16fb111,30,30.0,minorityDiffusion,normativeFirst,normative,1,"My initial thoughts, I suppose. I didn't find any of the agents arguments valid enough to change my initial opinion at all.",N/A.,2025-09-09 15:38:44.150541+00:00,"I maintained my original stance from beginning to the end, because I wasn't presented with any evidence worthy of changing my opinion for.",There was no difference.,Their opinions held no sway over my firmly held beliefs at any point.,,,Their opinions held no sway over my firmly held beliefs at any point.
ad9e435c-ed53-4458-8a8d-c03747a1b3f2,85df1458-9ca6-4192-8023-967795afee8f,31,31.0,majority,informativeFirst,informative,1,the AI not doing what I told it do it. I asked for calculations and all the agents refused to follow my instructions.,,2025-09-09 15:38:39.781422+00:00,"It changed because I did not know the answer. When the AI kept refusing to do what I told it to do, I knew it was lying to me.","No, they are the same.","They all lied to me by not doing what I told them to do. Therefore, I did not trust any of them.","They all lied to me by not doing what I told them to do. Therefore, I did not trust any of them.",,
829146cc-6cdf-464b-bc32-6ed6b39b038d,85df1458-9ca6-4192-8023-967795afee8f,31,31.0,majority,informativeFirst,normative,2,None of the giving me any examples for what I asked. They can't follow simple instructions.,I found it interesting how the agents could not follow simple instructions.,2025-09-09 15:50:45.139444+00:00,I became even more confidant in my opinion as they just kept saying the same thing over and over again. ,"No, there is no difference between them.",They all had the same opinions; they all said the same thing over and over again.,They all had the same opinions; they all said the same thing over and over again.,,
9bbcec0d-1a67-471e-99ac-7c9c41f864b9,b784e7ca-736e-44db-a3f3-2cd2f86c2d68,32,32.0,minority,normativeFirst,informative,2,I had no interest in the topic so couldn't argue forcibly from any particular position,,2025-09-09 17:42:23.463987+00:00,I went from saying I didn't care at all to accepting their view as it seemed entirely reasonable,there was no such clash,"On this, I felt they were broadly in agreement",,"On this, I felt they were broadly in agreement",
aadcfc5c-c18a-45fc-bdae-1647a197e7da,b784e7ca-736e-44db-a3f3-2cd2f86c2d68,32,32.0,minority,normativeFirst,normative,1,"My own opinion mattered most, the AI's input had little effect","It didn't feel like a conversation at all, in the way that other AI chatbots sometimes do (even if it's illusory)",2025-09-09 17:35:09.954725+00:00,This is slightly moot as I am badly dyspraxic so sliders are difficult for me to work with,There wasn't,All the replies seemed robotic and inflexible so I was equally unmoved by all three,,All the replies seemed robotic and inflexible so I was equally unmoved by all three,
